class,age,expID,sessionID,filename,valid
bowl,8,cdmrunv3,1529704867697.png,bowl_sketch_age8_cdm_run_v31529704867697.png,1
phone,5,cdmrunv4,1536534491463.png,phone_sketch_age5_cdm_run_v41536534491463.png,1
train,5,cdmrunv4,1540067568294.png,train_sketch_age5_cdm_run_v41540067568294.png,1
train,6,cdmrunv4,1542055038632.png,train_sketch_age6_cdm_run_v41542055038632.png,1
key,3,cdmrunv4,1540071609252.png,key_sketch_age3_cdm_run_v41540071609252.png,1
phone,8,cdmrunv3,1528492338463.png,phone_sketch_age8_cdm_run_v31528492338463.png,1
chair,5,cdmrunv3,1532122664288.png,chair_sketch_age5_cdm_run_v31532122664288.png,1
tree,10,cdmrunv3,1526764663958.png,tree_sketch_age10_cdm_run_v31526764663958.png,1
fish,5,cdmrunv3,1534795563392.png,fish_sketch_age5_cdm_run_v31534795563392.png,1
bear,3,cdmrunv4,1542133042136.png,bear_sketch_age3_cdm_run_v41542133042136.png,1
couch,5,cdmrunv3,1529350799269.png,couch_sketch_age5_cdm_run_v31529350799269.png,1
fish,4,cdmrunv3,1535144598435.png,fish_sketch_age4_cdm_run_v31535144598435.png,1
car,8,cdmrunv3,1534873501166.png,car_sketch_age8_cdm_run_v31534873501166.png,1
train,2,cdmrunv4,1541894607254.png,train_sketch_age2_cdm_run_v41541894607254.png,1
fish,8,cdmrunv3,1536016242162.png,fish_sketch_age8_cdm_run_v31536016242162.png,1
sheep,2,cdmrunv4,1541894469841.png,sheep_sketch_age2_cdm_run_v41541894469841.png,1
car,4,cdmrunv3,1533075663881.png,car_sketch_age4_cdm_run_v31533075663881.png,1
airplane,6,cdmrunv3,1530654982647.png,airplane_sketch_age6_cdm_run_v31530654982647.png,1
cat,3,cdmrunv4,1541616912002.png,cat_sketch_age3_cdm_run_v41541616912002.png,1
chair,8,cdmrunv3,1531853118396.png,chair_sketch_age8_cdm_run_v31531853118396.png,1
bear,6,cdmrunv4,1536535234127.png,bear_sketch_age6_cdm_run_v41536535234127.png,1
cup,7,cdmrunv3,1535920421756.png,cup_sketch_age7_cdm_run_v31535920421756.png,1
bird,5,cdmrunv3,1529181228558.png,bird_sketch_age5_cdm_run_v31529181228558.png,1
car,3,cdmrunv3,1526671777923.png,car_sketch_age3_cdm_run_v31526671777923.png,1
bowl,9,cdmrunv3,1531504712583.png,bowl_sketch_age9_cdm_run_v31531504712583.png,1
couch,4,cdmrunv3,1529358345012.png,couch_sketch_age4_cdm_run_v31529358345012.png,1
tree,5,cdmrunv3,1532466446992.png,tree_sketch_age5_cdm_run_v31532466446992.png,1
dog,2,cdmrunv3,1526767678558.png,dog_sketch_age2_cdm_run_v31526767678558.png,1
boat,5,cdmrunv3,1535318407670.png,boat_sketch_age5_cdm_run_v31535318407670.png,1
dog,5,cdmrunv3,1532803693384.png,dog_sketch_age5_cdm_run_v31532803693384.png,1
phone,8,cdmrunv3,1530563421820.png,phone_sketch_age8_cdm_run_v31530563421820.png,1
phone,3,cdmrunv3,1531600648143.png,phone_sketch_age3_cdm_run_v31531600648143.png,1
scissors,5,cdmrunv4,1537731511716.png,scissors_sketch_age5_cdm_run_v41537731511716.png,1
fish,8,cdmrunv3,1534018489312.png,fish_sketch_age8_cdm_run_v31534018489312.png,1
bird,5,cdmrunv3,1528136399273.png,bird_sketch_age5_cdm_run_v31528136399273.png,1
scissors,6,cdmrunv4,1542054777356.png,scissors_sketch_age6_cdm_run_v41542054777356.png,1
cup,3,cdmrunv3,1533679288082.png,cup_sketch_age3_cdm_run_v31533679288082.png,1
tree,5,cdmrunv3,1534792108907.png,tree_sketch_age5_cdm_run_v31534792108907.png,1
boat,6,cdmrunv3,1533161769443.png,boat_sketch_age6_cdm_run_v31533161769443.png,1
boat,3,cdmrunv3,1533503578887.png,boat_sketch_age3_cdm_run_v31533503578887.png,1
person,3,cdmrunv3,1525992682386.png,person_sketch_age3_cdm_run_v31525992682386.png,1
boat,5,cdmrunv3,1536015899873.png,boat_sketch_age5_cdm_run_v31536015899873.png,1
tree,4,cdmrunv3,1533501580025.png,tree_sketch_age4_cdm_run_v31533501580025.png,1
house,3,cdmrunv3,1536007329540.png,house_sketch_age3_cdm_run_v31536007329540.png,1
scissors,2,cdmrunv4,1536948320502.png,scissors_sketch_age2_cdm_run_v41536948320502.png,1
chair,6,cdmrunv3,1527974399147.png,chair_sketch_age6_cdm_run_v31527974399147.png,1
bird,5,cdmrunv3,1529442599223.png,bird_sketch_age5_cdm_run_v31529442599223.png,1
person,3,cdmrunv3,1533419470861.png,person_sketch_age3_cdm_run_v31533419470861.png,1
chair,4,cdmrunv3,1531689892498.png,chair_sketch_age4_cdm_run_v31531689892498.png,1
phone,7,cdmrunv3,1531769584349.png,phone_sketch_age7_cdm_run_v31531769584349.png,1
bike,3,cdmrunv3,1528586999122.png,bike_sketch_age3_cdm_run_v31528586999122.png,1
train,6,cdmrunv4,1539378843891.png,train_sketch_age6_cdm_run_v41539378843891.png,1
house,3,cdmrunv3,1535309386112.png,house_sketch_age3_cdm_run_v31535309386112.png,1
cup,4,cdmrunv3,1534712557845.png,cup_sketch_age4_cdm_run_v31534712557845.png,1
dog,2,cdmrunv3,1534110306588.png,dog_sketch_age2_cdm_run_v31534110306588.png,1
bird,2,cdmrunv3,1530473790141.png,bird_sketch_age2_cdm_run_v31530473790141.png,1
key,8,cdmrunv4,1538867264244.png,key_sketch_age8_cdm_run_v41538867264244.png,1
rabbit,10,cdmrunv3,1529009014785.png,rabbit_sketch_age10_cdm_run_v31529009014785.png,1
fish,4,cdmrunv3,1532631816024.png,fish_sketch_age4_cdm_run_v31532631816024.png,1
fish,3,cdmrunv3,1532719091000.png,fish_sketch_age3_cdm_run_v31532719091000.png,1
bike,4,cdmrunv3,1531510739922.png,bike_sketch_age4_cdm_run_v31531510739922.png,1
phone,9,cdmrunv4,1540330512753.png,phone_sketch_age9_cdm_run_v41540330512753.png,1
frog,6,cdmrunv4,1542054777356.png,frog_sketch_age6_cdm_run_v41542054777356.png,1
fish,7,cdmrunv3,1533077875433.png,fish_sketch_age7_cdm_run_v31533077875433.png,1
sheep,8,cdmrunv4,1541370666218.png,sheep_sketch_age8_cdm_run_v41541370666218.png,1
frog,5,cdmrunv4,1537731511716.png,frog_sketch_age5_cdm_run_v41537731511716.png,1
fish,4,cdmrunv3,1534186957619.png,fish_sketch_age4_cdm_run_v31534186957619.png,1
cup,5,cdmrunv3,1532551944059.png,cup_sketch_age5_cdm_run_v31532551944059.png,1
phone,10,cdmrunv3,1530652167310.png,phone_sketch_age10_cdm_run_v31530652167310.png,1
house,9,cdmrunv3,1535226616839.png,house_sketch_age9_cdm_run_v31535226616839.png,1
phone,4,cdmrunv4,1541977171207.png,phone_sketch_age4_cdm_run_v41541977171207.png,1
cat,3,cdmrunv4,1536864394840.png,cat_sketch_age3_cdm_run_v41536864394840.png,1
person,9,cdmrunv3,1532804150867.png,person_sketch_age9_cdm_run_v31532804150867.png,1
cup,5,cdmrunv3,1533758184476.png,cup_sketch_age5_cdm_run_v31533758184476.png,1
cat,8,cdmrunv4,1542061290742.png,cat_sketch_age8_cdm_run_v41542061290742.png,1
couch,4,cdmrunv3,1529278944908.png,couch_sketch_age4_cdm_run_v31529278944908.png,1
dog,7,cdmrunv3,1533422700557.png,dog_sketch_age7_cdm_run_v31533422700557.png,1
rabbit,3,cdmrunv3,1528572105805.png,rabbit_sketch_age3_cdm_run_v31528572105805.png,1
bowl,4,cdmrunv3,1529017447804.png,bowl_sketch_age4_cdm_run_v31529017447804.png,1
boat,5,cdmrunv3,1534546115836.png,boat_sketch_age5_cdm_run_v31534546115836.png,1
boat,6,cdmrunv3,1525891444648.png,boat_sketch_age6_cdm_run_v31525891444648.png,1
fish,5,cdmrunv3,1533588293512.png,fish_sketch_age5_cdm_run_v31533588293512.png,1
sheep,2,cdmrunv4,1540505514990.png,sheep_sketch_age2_cdm_run_v41540505514990.png,1
dog,5,cdmrunv3,1533578889246.png,dog_sketch_age5_cdm_run_v31533578889246.png,1
chair,10,cdmrunv3,1532028701741.png,chair_sketch_age10_cdm_run_v31532028701741.png,1
person,4,cdmrunv3,1533846540554.png,person_sketch_age4_cdm_run_v31533846540554.png,1
train,7,cdmrunv4,1537135964729.png,train_sketch_age7_cdm_run_v41537135964729.png,1
bike,6,cdmrunv3,1531417577259.png,bike_sketch_age6_cdm_run_v31531417577259.png,1
airplane,5,cdmrunv3,1527981599050.png,airplane_sketch_age5_cdm_run_v31527981599050.png,1
cat,7,cdmrunv4,1542052611334.png,cat_sketch_age7_cdm_run_v41542052611334.png,1
cat,5,cdmrunv4,1536533918710.png,cat_sketch_age5_cdm_run_v41536533918710.png,1
bear,5,cdmrunv4,1537562543405.png,bear_sketch_age5_cdm_run_v41537562543405.png,1
bear,5,cdmrunv4,1541180944712.png,bear_sketch_age5_cdm_run_v41541180944712.png,1
cup,5,cdmrunv3,1533759980347.png,cup_sketch_age5_cdm_run_v31533759980347.png,1
person,6,cdmrunv3,1535145684690.png,person_sketch_age6_cdm_run_v31535145684690.png,1
bird,3,cdmrunv3,1532110549222.png,bird_sketch_age3_cdm_run_v31532110549222.png,1
fish,5,cdmrunv3,1526418564273.png,fish_sketch_age5_cdm_run_v31526418564273.png,1
boat,4,cdmrunv3,1527009966236.png,boat_sketch_age4_cdm_run_v31527009966236.png,1
sheep,8,cdmrunv4,1540077082262.png,sheep_sketch_age8_cdm_run_v41540077082262.png,1
car,9,cdmrunv3,1533413499150.png,car_sketch_age9_cdm_run_v31533413499150.png,1
car,8,cdmrunv3,1535828530949.png,car_sketch_age8_cdm_run_v31535828530949.png,1
cat,3,cdmrunv4,1537642142627.png,cat_sketch_age3_cdm_run_v41537642142627.png,1
chair,10,cdmrunv3,1531590758359.png,chair_sketch_age10_cdm_run_v31531590758359.png,1
phone,5,cdmrunv4,1537556090670.png,phone_sketch_age5_cdm_run_v41537556090670.png,1
train,3,cdmrunv4,1539117499957.png,train_sketch_age3_cdm_run_v41539117499957.png,1
cat,2,cdmrunv4,1541628263058.png,cat_sketch_age2_cdm_run_v41541628263058.png,1
bike,3,cdmrunv3,1529015399141.png,bike_sketch_age3_cdm_run_v31529015399141.png,1
car,7,cdmrunv3,1534196024538.png,car_sketch_age7_cdm_run_v31534196024538.png,1
bear,7,cdmrunv4,1541183668493.png,bear_sketch_age7_cdm_run_v41541183668493.png,1
chair,6,cdmrunv3,1528136999209.png,chair_sketch_age6_cdm_run_v31528136999209.png,1
boat,4,cdmrunv3,1526497714288.png,boat_sketch_age4_cdm_run_v31526497714288.png,1
phone,3,cdmrunv4,1540072998491.png,phone_sketch_age3_cdm_run_v41540072998491.png,1
cup,9,cdmrunv3,1532804527096.png,cup_sketch_age9_cdm_run_v31532804527096.png,1
couch,9,cdmrunv3,1532125005368.png,couch_sketch_age9_cdm_run_v31532125005368.png,1
rabbit,6,cdmrunv3,1531515586470.png,rabbit_sketch_age6_cdm_run_v31531515586470.png,1
car,4,cdmrunv3,1535056087064.png,car_sketch_age4_cdm_run_v31535056087064.png,1
sheep,7,cdmrunv4,1537571112129.png,sheep_sketch_age7_cdm_run_v41537571112129.png,1
airplane,3,cdmrunv3,1531423486313.png,airplane_sketch_age3_cdm_run_v31531423486313.png,1
sheep,2,cdmrunv4,1542056916843.png,sheep_sketch_age2_cdm_run_v41542056916843.png,1
boat,3,cdmrunv3,1534176000302.png,boat_sketch_age3_cdm_run_v31534176000302.png,1
fish,7,cdmrunv3,1534113078748.png,fish_sketch_age7_cdm_run_v31534113078748.png,1
person,7,cdmrunv3,1533762023918.png,person_sketch_age7_cdm_run_v31533762023918.png,1
phone,2,cdmrunv4,1542067092447.png,phone_sketch_age2_cdm_run_v41542067092447.png,1
fish,3,cdmrunv3,1526502079646.png,fish_sketch_age3_cdm_run_v31526502079646.png,1
key,2,cdmrunv4,1537654252223.png,key_sketch_age2_cdm_run_v41537654252223.png,1
house,4,cdmrunv3,1534286292443.png,house_sketch_age4_cdm_run_v31534286292443.png,1
train,6,cdmrunv4,1541889000022.png,train_sketch_age6_cdm_run_v41541889000022.png,1
boat,8,cdmrunv3,1533070361004.png,boat_sketch_age8_cdm_run_v31533070361004.png,1
person,3,cdmrunv3,1532549645991.png,person_sketch_age3_cdm_run_v31532549645991.png,1
key,4,cdmrunv4,1541274034866.png,key_sketch_age4_cdm_run_v41541274034866.png,1
bowl,3,cdmrunv3,1530813220003.png,bowl_sketch_age3_cdm_run_v31530813220003.png,1
bear,4,cdmrunv4,1539542575864.png,bear_sketch_age4_cdm_run_v41539542575864.png,1
tree,3,cdmrunv3,1533940029619.png,tree_sketch_age3_cdm_run_v31533940029619.png,1
phone,2,cdmrunv4,1540576438112.png,phone_sketch_age2_cdm_run_v41540576438112.png,1
frog,2,cdmrunv4,1539123265875.png,frog_sketch_age2_cdm_run_v41539123265875.png,1
car,3,cdmrunv3,1526762829294.png,car_sketch_age3_cdm_run_v31526762829294.png,1
dog,9,cdmrunv3,1533070797058.png,dog_sketch_age9_cdm_run_v31533070797058.png,1
fish,10,cdmrunv3,1533673867518.png,fish_sketch_age10_cdm_run_v31533673867518.png,1
tree,6,cdmrunv3,1526759675535.png,tree_sketch_age6_cdm_run_v31526759675535.png,1
tree,3,cdmrunv3,1533942928266.png,tree_sketch_age3_cdm_run_v31533942928266.png,1
fish,4,cdmrunv3,1533589389429.png,fish_sketch_age4_cdm_run_v31533589389429.png,1
bird,2,cdmrunv3,1528323219648.png,bird_sketch_age2_cdm_run_v31528323219648.png,1
dog,9,cdmrunv3,1532805040363.png,dog_sketch_age9_cdm_run_v31532805040363.png,1
rabbit,10,cdmrunv3,1529008817526.png,rabbit_sketch_age10_cdm_run_v31529008817526.png,1
fish,6,cdmrunv3,1533852014228.png,fish_sketch_age6_cdm_run_v31533852014228.png,1
cat,4,cdmrunv4,1541876612699.png,cat_sketch_age4_cdm_run_v41541876612699.png,1
fish,2,cdmrunv3,1535558399646.png,fish_sketch_age2_cdm_run_v31535558399646.png,1
person,3,cdmrunv3,1535238671989.png,person_sketch_age3_cdm_run_v31535238671989.png,1
boat,3,cdmrunv3,1534621863471.png,boat_sketch_age3_cdm_run_v31534621863471.png,1
person,9,cdmrunv3,1533065275687.png,person_sketch_age9_cdm_run_v31533065275687.png,1
car,8,cdmrunv3,1532545415363.png,car_sketch_age8_cdm_run_v31532545415363.png,1
chair,5,cdmrunv3,1531951940895.png,chair_sketch_age5_cdm_run_v31531951940895.png,1
scissors,2,cdmrunv4,1540153268622.png,scissors_sketch_age2_cdm_run_v41540153268622.png,1
cat,7,cdmrunv4,1539541441637.png,cat_sketch_age7_cdm_run_v41539541441637.png,1
airplane,4,cdmrunv3,1530730808241.png,airplane_sketch_age4_cdm_run_v31530730808241.png,1
couch,10,cdmrunv3,1531592466997.png,couch_sketch_age10_cdm_run_v31531592466997.png,1
tree,5,cdmrunv3,1526681463221.png,tree_sketch_age5_cdm_run_v31526681463221.png,1
house,4,cdmrunv3,1535480569999.png,house_sketch_age4_cdm_run_v31535480569999.png,1
person,3,cdmrunv3,1526588694293.png,person_sketch_age3_cdm_run_v31526588694293.png,1
chair,3,cdmrunv3,1528501799028.png,chair_sketch_age3_cdm_run_v31528501799028.png,1
dog,8,cdmrunv3,1535321609979.png,dog_sketch_age8_cdm_run_v31535321609979.png,1
fish,6,cdmrunv3,1533514026883.png,fish_sketch_age6_cdm_run_v31533514026883.png,1
sheep,5,cdmrunv4,1541371003607.png,sheep_sketch_age5_cdm_run_v41541371003607.png,1
bike,3,cdmrunv3,1528139252267.png,bike_sketch_age3_cdm_run_v31528139252267.png,1
bowl,8,cdmrunv3,1532037422524.png,bowl_sketch_age8_cdm_run_v31532037422524.png,1
airplane,4,cdmrunv3,1531688398628.png,airplane_sketch_age4_cdm_run_v31531688398628.png,1
phone,5,cdmrunv3,1528061399199.png,phone_sketch_age5_cdm_run_v31528061399199.png,1
fish,8,cdmrunv3,1532555117955.png,fish_sketch_age8_cdm_run_v31532555117955.png,1
person,3,cdmrunv3,1532809052709.png,person_sketch_age3_cdm_run_v31532809052709.png,1
bird,7,cdmrunv3,1531508609741.png,bird_sketch_age7_cdm_run_v31531508609741.png,1
cup,7,cdmrunv3,1535144819845.png,cup_sketch_age7_cdm_run_v31535144819845.png,1
train,4,cdmrunv4,1542052380290.png,train_sketch_age4_cdm_run_v41542052380290.png,1
bike,5,cdmrunv3,1531521447859.png,bike_sketch_age5_cdm_run_v31531521447859.png,1
bear,5,cdmrunv4,1539114877832.png,bear_sketch_age5_cdm_run_v41539114877832.png,1
bird,4,cdmrunv3,1531340810170.png,bird_sketch_age4_cdm_run_v31531340810170.png,1
car,7,cdmrunv3,1533414542620.png,car_sketch_age7_cdm_run_v31533414542620.png,1
dog,6,cdmrunv3,1534716539874.png,dog_sketch_age6_cdm_run_v31534716539874.png,1
cat,5,cdmrunv4,1541964664672.png,cat_sketch_age5_cdm_run_v41541964664672.png,1
dog,3,cdmrunv3,1532550096967.png,dog_sketch_age3_cdm_run_v31532550096967.png,1
bike,3,cdmrunv3,1530562128543.png,bike_sketch_age3_cdm_run_v31530562128543.png,1
sheep,2,cdmrunv4,1539976589709.png,sheep_sketch_age2_cdm_run_v41539976589709.png,1
bike,3,cdmrunv3,1531337830904.png,bike_sketch_age3_cdm_run_v31531337830904.png,1
bike,6,cdmrunv3,1529447595650.png,bike_sketch_age6_cdm_run_v31529447595650.png,1
dog,10,cdmrunv3,1534453922980.png,dog_sketch_age10_cdm_run_v31534453922980.png,1
tree,2,cdmrunv3,1533830399731.png,tree_sketch_age2_cdm_run_v31533830399731.png,1
cat,6,cdmrunv4,1541195738146.png,cat_sketch_age6_cdm_run_v41541195738146.png,1
bowl,3,cdmrunv3,1532198747077.png,bowl_sketch_age3_cdm_run_v31532198747077.png,1
bowl,3,cdmrunv3,1531608035207.png,bowl_sketch_age3_cdm_run_v31531608035207.png,1
cat,6,cdmrunv4,1541969255482.png,cat_sketch_age6_cdm_run_v41541969255482.png,1
key,5,cdmrunv4,1536523040650.png,key_sketch_age5_cdm_run_v41536523040650.png,1
person,3,cdmrunv3,1532553380548.png,person_sketch_age3_cdm_run_v31532553380548.png,1
bowl,10,cdmrunv3,1529096501824.png,bowl_sketch_age10_cdm_run_v31529096501824.png,1
tree,3,cdmrunv3,1534114489338.png,tree_sketch_age3_cdm_run_v31534114489338.png,1
tree,6,cdmrunv3,1527892199324.png,tree_sketch_age6_cdm_run_v31527892199324.png,1
car,4,cdmrunv3,1534721392552.png,car_sketch_age4_cdm_run_v31534721392552.png,1
bowl,5,cdmrunv3,1532128649317.png,bowl_sketch_age5_cdm_run_v31532128649317.png,1
train,2,cdmrunv4,1541876127391.png,train_sketch_age2_cdm_run_v41541876127391.png,1
fish,5,cdmrunv3,1532472921086.png,fish_sketch_age5_cdm_run_v31532472921086.png,1
cat,3,cdmrunv4,1537641336880.png,cat_sketch_age3_cdm_run_v41537641336880.png,1
boat,9,cdmrunv3,1533241251666.png,boat_sketch_age9_cdm_run_v31533241251666.png,1
rabbit,6,cdmrunv3,1528663382629.png,rabbit_sketch_age6_cdm_run_v31528663382629.png,1
person,3,cdmrunv3,1536096434754.png,person_sketch_age3_cdm_run_v31536096434754.png,1
dog,6,cdmrunv3,1533670742603.png,dog_sketch_age6_cdm_run_v31533670742603.png,1
house,8,cdmrunv3,1533080542007.png,house_sketch_age8_cdm_run_v31533080542007.png,1
train,3,cdmrunv4,1540335010082.png,train_sketch_age3_cdm_run_v41540335010082.png,1
chair,5,cdmrunv3,1530719999633.png,chair_sketch_age5_cdm_run_v31530719999633.png,1
fish,2,cdmrunv3,1536016527217.png,fish_sketch_age2_cdm_run_v31536016527217.png,1
tree,2,cdmrunv3,1535048001466.png,tree_sketch_age2_cdm_run_v31535048001466.png,1
person,9,cdmrunv3,1527876599479.png,person_sketch_age9_cdm_run_v31527876599479.png,1
tree,3,cdmrunv3,1534717566008.png,tree_sketch_age3_cdm_run_v31534717566008.png,1
tree,7,cdmrunv3,1534024394133.png,tree_sketch_age7_cdm_run_v31534024394133.png,1
cup,10,cdmrunv3,1534876738764.png,cup_sketch_age10_cdm_run_v31534876738764.png,1
fish,4,cdmrunv3,1535480569999.png,fish_sketch_age4_cdm_run_v31535480569999.png,1
cat,3,cdmrunv4,1541881098397.png,cat_sketch_age3_cdm_run_v41541881098397.png,1
chair,10,cdmrunv3,1531860088499.png,chair_sketch_age10_cdm_run_v31531860088499.png,1
tree,2,cdmrunv3,1532553979723.png,tree_sketch_age2_cdm_run_v31532553979723.png,1
fish,4,cdmrunv3,1534629473324.png,fish_sketch_age4_cdm_run_v31534629473324.png,1
bear,4,cdmrunv4,1536958360927.png,bear_sketch_age4_cdm_run_v41536958360927.png,1
airplane,7,cdmrunv3,1532123073667.png,airplane_sketch_age7_cdm_run_v31532123073667.png,1
frog,8,cdmrunv4,1541792446475.png,frog_sketch_age8_cdm_run_v41541792446475.png,1
bike,5,cdmrunv3,1528760486308.png,bike_sketch_age5_cdm_run_v31528760486308.png,1
fish,10,cdmrunv3,1534270688827.png,fish_sketch_age10_cdm_run_v31534270688827.png,1
boat,9,cdmrunv3,1533161571311.png,boat_sketch_age9_cdm_run_v31533161571311.png,1
frog,6,cdmrunv4,1541363464430.png,frog_sketch_age6_cdm_run_v41541363464430.png,1
bird,5,cdmrunv3,1531943456950.png,bird_sketch_age5_cdm_run_v31531943456950.png,1
bike,10,cdmrunv3,1528056599279.png,bike_sketch_age10_cdm_run_v31528056599279.png,1
bear,8,cdmrunv4,1541274872129.png,bear_sketch_age8_cdm_run_v41541274872129.png,1
chair,3,cdmrunv3,1529184066015.png,chair_sketch_age3_cdm_run_v31529184066015.png,1
boat,5,cdmrunv3,1526492191665.png,boat_sketch_age5_cdm_run_v31526492191665.png,1
chair,4,cdmrunv3,1530401539082.png,chair_sketch_age4_cdm_run_v31530401539082.png,1
person,2,cdmrunv3,1533668083797.png,person_sketch_age2_cdm_run_v31533668083797.png,1
house,8,cdmrunv3,1532555117955.png,house_sketch_age8_cdm_run_v31532555117955.png,1
phone,9,cdmrunv3,1528839599186.png,phone_sketch_age9_cdm_run_v31528839599186.png,1
car,10,cdmrunv3,1536012723927.png,car_sketch_age10_cdm_run_v31536012723927.png,1
frog,10,cdmrunv4,1539553475787.png,frog_sketch_age10_cdm_run_v41539553475787.png,1
couch,5,cdmrunv3,1529352286538.png,couch_sketch_age5_cdm_run_v31529352286538.png,1
bird,7,cdmrunv3,1531338246387.png,bird_sketch_age7_cdm_run_v31531338246387.png,1
boat,7,cdmrunv3,1526598717979.png,boat_sketch_age7_cdm_run_v31526598717979.png,1
frog,3,cdmrunv4,1541803076160.png,frog_sketch_age3_cdm_run_v41541803076160.png,1
bear,5,cdmrunv4,1540064769867.png,bear_sketch_age5_cdm_run_v41540064769867.png,1
dog,6,cdmrunv3,1536005036725.png,dog_sketch_age6_cdm_run_v31536005036725.png,1
cat,4,cdmrunv4,1537656198436.png,cat_sketch_age4_cdm_run_v41537656198436.png,1
bike,5,cdmrunv3,1528053456447.png,bike_sketch_age5_cdm_run_v31528053456447.png,1
person,3,cdmrunv3,1526502817047.png,person_sketch_age3_cdm_run_v31526502817047.png,1
scissors,3,cdmrunv4,1541276357293.png,scissors_sketch_age3_cdm_run_v41541276357293.png,1
chair,4,cdmrunv3,1529619766046.png,chair_sketch_age4_cdm_run_v31529619766046.png,1
person,7,cdmrunv3,1532641054603.png,person_sketch_age7_cdm_run_v31532641054603.png,1
frog,3,cdmrunv4,1541976684168.png,frog_sketch_age3_cdm_run_v41541976684168.png,1
house,5,cdmrunv3,1532472921086.png,house_sketch_age5_cdm_run_v31532472921086.png,1
scissors,5,cdmrunv4,1540333366516.png,scissors_sketch_age5_cdm_run_v41540333366516.png,1
house,2,cdmrunv3,1536016527217.png,house_sketch_age2_cdm_run_v31536016527217.png,1
fish,8,cdmrunv3,1533080542007.png,fish_sketch_age8_cdm_run_v31533080542007.png,1
bike,5,cdmrunv3,1531868519222.png,bike_sketch_age5_cdm_run_v31531868519222.png,1
chair,10,cdmrunv3,1529097221520.png,chair_sketch_age10_cdm_run_v31529097221520.png,1
rabbit,4,cdmrunv3,1527970799228.png,rabbit_sketch_age4_cdm_run_v31527970799228.png,1
frog,5,cdmrunv4,1540333366516.png,frog_sketch_age5_cdm_run_v41540333366516.png,1
phone,3,cdmrunv4,1541374005140.png,phone_sketch_age3_cdm_run_v41541374005140.png,1
cup,7,cdmrunv3,1533678925659.png,cup_sketch_age7_cdm_run_v31533678925659.png,1
bear,7,cdmrunv4,1536518758194.png,bear_sketch_age7_cdm_run_v41536518758194.png,1
fish,2,cdmrunv3,1526493024418.png,fish_sketch_age2_cdm_run_v31526493024418.png,1
sheep,8,cdmrunv4,1542057738079.png,sheep_sketch_age8_cdm_run_v41542057738079.png,1
bird,10,cdmrunv3,1530652167310.png,bird_sketch_age10_cdm_run_v31530652167310.png,1
scissors,3,cdmrunv4,1541976684168.png,scissors_sketch_age3_cdm_run_v41541976684168.png,1
tree,3,cdmrunv3,1533161917291.png,tree_sketch_age3_cdm_run_v31533161917291.png,1
bike,3,cdmrunv3,1530566593366.png,bike_sketch_age3_cdm_run_v31530566593366.png,1
car,9,cdmrunv3,1532644511956.png,car_sketch_age9_cdm_run_v31532644511956.png,1
bird,6,cdmrunv3,1528749624228.png,bird_sketch_age6_cdm_run_v31528749624228.png,1
bowl,4,cdmrunv3,1531340517880.png,bowl_sketch_age4_cdm_run_v31531340517880.png,1
house,7,cdmrunv3,1534113078748.png,house_sketch_age7_cdm_run_v31534113078748.png,1
boat,6,cdmrunv3,1525976032935.png,boat_sketch_age6_cdm_run_v31525976032935.png,1
bird,3,cdmrunv3,1530482623512.png,bird_sketch_age3_cdm_run_v31530482623512.png,1
car,7,cdmrunv3,1526417564997.png,car_sketch_age7_cdm_run_v31526417564997.png,1
person,6,cdmrunv3,1532989462454.png,person_sketch_age6_cdm_run_v31532989462454.png,1
bird,7,cdmrunv3,1532127192962.png,bird_sketch_age7_cdm_run_v31532127192962.png,1
train,6,cdmrunv4,1540158423085.png,train_sketch_age6_cdm_run_v41540158423085.png,1
scissors,3,cdmrunv4,1541803076160.png,scissors_sketch_age3_cdm_run_v41541803076160.png,1
car,3,cdmrunv3,1533424042057.png,car_sketch_age3_cdm_run_v31533424042057.png,1
house,10,cdmrunv3,1534717352100.png,house_sketch_age10_cdm_run_v31534717352100.png,1
tree,9,cdmrunv3,1533844614465.png,tree_sketch_age9_cdm_run_v31533844614465.png,1
fish,4,cdmrunv3,1534286292443.png,fish_sketch_age4_cdm_run_v31534286292443.png,1
tree,6,cdmrunv3,1526665223948.png,tree_sketch_age6_cdm_run_v31526665223948.png,1
chair,2,cdmrunv3,1529356602865.png,chair_sketch_age2_cdm_run_v31529356602865.png,1
boat,3,cdmrunv3,1535738891937.png,boat_sketch_age3_cdm_run_v31535738891937.png,1
bird,6,cdmrunv3,1530747157999.png,bird_sketch_age6_cdm_run_v31530747157999.png,1
rabbit,8,cdmrunv3,1532111494633.png,rabbit_sketch_age8_cdm_run_v31532111494633.png,1
train,8,cdmrunv4,1541887751107.png,train_sketch_age8_cdm_run_v41541887751107.png,1
tree,5,cdmrunv3,1534115334473.png,tree_sketch_age5_cdm_run_v31534115334473.png,1
bird,3,cdmrunv3,1529447016526.png,bird_sketch_age3_cdm_run_v31529447016526.png,1
bear,9,cdmrunv4,1536355093788.png,bear_sketch_age9_cdm_run_v41536355093788.png,1
bird,7,cdmrunv3,1530401280143.png,bird_sketch_age7_cdm_run_v31530401280143.png,1
house,4,cdmrunv3,1533589389429.png,house_sketch_age4_cdm_run_v31533589389429.png,1
